ID,SEQUENCE,POS,PROJECT,FILE
2279,Flat Values List Iterable,JJ NNS NN JJ,django,query.py
2280,Query Set,NN NN,django,query.py
2281,Instance Check Meta,NN NN NN,django,query.py
2282,Empty Query Set,JJ NN NN,django,query.py
2283,Raw Query Set,JJ NN NN,django,query.py
2284,Prefetch,NN,django,query.py
2285,Related Populator,JJ NN,django,query.py
2286,Repr Enum,NNP NN,django,enums.py
2287,Int Enum,NN NN,django,enums.py
2288,Str Enum,NN NN,django,enums.py
2289,Choices Type,NNS NN,django,enums.py
2290,Choices,NNS,django,enums.py
2291,Integer Choices,NN NNS,django,enums.py
2292,Text Choices,NN NNS,django,enums.py
2293,Position Ref,NN NN,django,compiler.py
2294,SQL Compiler,NNP NN,django,compiler.py
2295,SQL Insert Compiler,NNP VBP NNP,django,compiler.py
2296,SQL Delete Compiler,NNP VBP NN,django,compiler.py
2297,SQL Update Compiler,NNP VBP NN,django,compiler.py
2298,SQL Aggregate Compiler,NNP VBP NNP,django,compiler.py
2299,Delete Query,VB NN,django,subqueries.py
2300,Update Query,VB NN,django,subqueries.py
2301,Insert Query,VB NN,django,subqueries.py
2302,Aggregate Query,VB NN,django,subqueries.py
2303,Multi Join,JJ VB,django,datastructures.py
2304,Empty,JJ,django,datastructures.py
2305,Join,VB,django,datastructures.py
2306,Base Table,JJ NN,django,datastructures.py
2307,Where Node,WRB NN,django,where.py
2308,Nothing Node,NN NN,django,where.py
2309,Extra Where,JJ WRB,django,where.py
2310,Subquery Constraint,NN NN,django,where.py
2311,Raw Query,JJ NNP,django,query.py
2312,Query,NN,django,query.py
2313,Join Promoter,VB NN,django,query.py
2314,Abs,NN,django,math.py
2315,A Cos,DT NN,django,math.py
2316,ASin,NNP,django,math.py
2317,A Tan,DT NNP,django,math.py
2318,A Tan 2,DT NNP CD,django,math.py
2319,Ceil,VB,django,math.py
2320,Cos,NN,django,math.py
2321,Cot,NN,django,math.py
2322,Degrees,NNS,django,math.py
2323,Exp,NN,django,math.py
2324,Floor,NN,django,math.py
2325,Ln,NNP,django,math.py
2326,Log,NNP,django,math.py
2327,Mod,NNP,django,math.py
2328,Pi,NNP,django,math.py
2329,Power,NN,django,math.py
2330,Radians,NNPS,django,math.py
2331,Random,NN,django,math.py
2332,Round,VB,django,math.py
2333,Sign,NN,django,math.py
2334,Sin,NNP,django,math.py
2335,Sqrt,NNP,django,math.py
2336,Tan,NNP,django,math.py
2337,Timezone Mixin,NN NN,django,datetime.py
2338,Extract,VB,django,datetime.py
2339,Extract Year,VB NN,django,datetime.py
2340,Extract Iso Year,VB NNP NN,django,datetime.py
2341,Extract Month,VB NN,django,datetime.py
2342,Extract Day,VB NN,django,datetime.py
2343,Extract Week,VB NN,django,datetime.py
2344,Extract Week Day,VB NN NN,django,datetime.py
2345,Extract Iso Week Day,VB NNP NN NN,django,datetime.py
2346,Extract Quarter,VB NN,django,datetime.py
2347,Extract Hour,VB NN,django,datetime.py
2348,Extract Minute,VB NN,django,datetime.py
2349,Extract Second,VB NN,django,datetime.py
2350,Now,NN,django,datetime.py
2351,Trunc Base,VB NN,django,datetime.py
2352,Trunc,VB,django,datetime.py
2353,Trunc Year,VB NN,django,datetime.py
2354,Trunc Quarter,VB NN,django,datetime.py
2355,Trunc Month,VB NN,django,datetime.py
2356,Trunc Week,VB NN,django,datetime.py
2357,Trunc Day,VB NN,django,datetime.py
2358,Trunc Date,VB NN,django,datetime.py
2359,Trunc Time,VB NN,django,datetime.py
2360,Trunc Hour,VB NN,django,datetime.py
2361,Trunc Minute,VB NN,django,datetime.py
2362,Trunc Second,VB NN,django,datetime.py
2363,Cume Dist,NN NN,django,window.py
2364,Dense Rank,JJ NN,django,window.py
2365,First Value,JJ NN,django,window.py
2366,Lag Lead Function,JJ NN NN,django,window.py
2367,Lag,NN,django,window.py
2368,Last Value,JJ NN,django,window.py
2369,Lead,NN,django,window.py
2370,Nth Value,NN NN,django,window.py
2371,N tile,FW NN,django,window.py
2372,Percent Rank,NN NN,django,window.py
2373,Rank,NN,django,window.py
2374,Row Number,NN NN,django,window.py
2375,Fix Decimal Input Mixin,VB JJ NN NN,django,mixins.py
2376,Fix Duration Input Mixin,VB NN NN NN,django,mixins.py
2377,Numeric Output Field Mixin,JJ NN NN NN,django,mixins.py
2378,Cast,VB,django,comparison.py
2379,Coalesce,VB,django,comparison.py
2380,Collate,VB,django,comparison.py
2381,Greatest,JJS,django,comparison.py
2382,JSON Object,NNP NN,django,comparison.py
2383,Arg Joiner,NN NN,django,comparison.py
2384,Least,JJS,django,comparison.py
2385,Null If,JJ IN,django,comparison.py
2386,My SQL SHA 2 Mixin,PRP$ NNP NNP CD NN,django,text.py
2387,Oracle Hash Mixin,NNP NN NN,django,text.py
2388,Postgre SQL SHA Mixin,NNP NNP NNP NN,django,text.py
2389,Chr,NNP,django,text.py
2390,Concat Pair,NN NN,django,text.py
2391,Concat,NN,django,text.py
2392,Left,NN,django,text.py
2393,Length,NN,django,text.py
2394,Lower,JJR,django,text.py
2395,L Pad,FW NN,django,text.py
2396,L Trim,FW NN,django,text.py
2397,MD5,NNP,django,text.py
2398,Ord,NN,django,text.py
2399,Repeat,VB,django,text.py
2400,Replace,VB,django,text.py
2401,Reverse,NN,django,text.py
2402,Right,NN,django,text.py
2403,R Pad,FW NN,django,text.py
2404,R Trim,FW NN,django,text.py
2405,SHA1,NNP,django,text.py
2406,SHA 224,NNP CD,django,text.py
2407,SHA256,NNP,django,text.py
2408,SHA384,NNP,django,text.py
2409,SHA512,NNP,django,text.py
2410,Str Index,NN NN,django,text.py
2411,Sub str,JJ NN,django,text.py
2412,Trim,VB,django,text.py
2413,Upper,JJ,django,text.py
2414,Multi Col Source,JJ NN NN,django,related_lookups.py
2415,Related In,JJ IN,django,related_lookups.py
2416,Related Lookup Mixin,JJ NN NN,django,related_lookups.py
2417,Related Exact,JJ JJ,django,related_lookups.py
2418,Related Less Than,JJ JJR IN,django,related_lookups.py
2419,Related Greater Than,JJ JJR IN,django,related_lookups.py
2420,Related Greater Than Or Equal,JJ JJR IN CC JJ,django,related_lookups.py
2421,Related Less Than Or Equal,JJ JJR IN CC JJ,django,related_lookups.py
2422,Related Is Null,JJ VBZ JJ,django,related_lookups.py
2423,JSON Field,NNP NN,django,json.py
2424,Data Contains,NNS VBZ,django,json.py
2425,Contained By,VBN IN,django,json.py
2426,Has Key Lookup,VBZ NN NN,django,json.py
2427,Has Key,VBZ NN,django,json.py
2428,Has Keys,VBZ NNS,django,json.py
2429,Has Any Keys,VBZ DT NNS,django,json.py
2430,Has Key Or Array Index,VBZ NN CC NN NN,django,json.py
2431,Case Insensitive Mixin,NN JJ NN,django,json.py
2432,JSON Exact,NNP VBP,django,json.py
2433,JSONI Contains,NNP VBZ,django,json.py
2434,Key Transform,NN NN,django,json.py
2435,Key Text Transform,NN NN NN,django,json.py
2436,Key Transform Text Lookup Mixin,NN NN NN NN NN,django,json.py
2437,Key Transform Is Null,NN NN VBZ JJ,django,json.py
2438,Key Transform In,NN NN IN,django,json.py
2439,Key Transform Exact,NN NN VBP,django,json.py
2440,Key Transform I Exact,NN NN PRP VBZ,django,json.py
2441,Key Transform I Contains,NN NN PRP VBZ,django,json.py
2442,Key Transform Starts With,NN NN VBZ IN,django,json.py
2443,Key Transform I Starts With,NN NN PRP VBZ IN,django,json.py
2444,Key Transform Ends With,NN NN VBZ IN,django,json.py
2445,Key Transform I Ends With,NN NN PRP VBZ IN,django,json.py
2446,Key Transform Regex,NN NN NNP,django,json.py
2447,Key Transform I Regex,NN NN PRP NNP,django,json.py
2448,Key Transform Numeric Lookup Mixin,NN NN JJ NN NN,django,json.py
2449,Key Transform Lt,NN NN NNP,django,json.py
2450,Key Transform Lte,NN NN NNP,django,json.py
2451,Key Transform Gt,NN NN NNP,django,json.py
2452,Key Transform Gte,NN NN NNP,django,json.py
2453,Key Transform Factory,NN NN NN,django,json.py
2454,Order Wrt,NN NNP,django,proxy.py
2455,Field File,NN NN,django,files.py
2456,File Descriptor,NN NN,django,files.py
2457,File Field,NN NN,django,files.py
2458,Image File Descriptor,NN NN NN,django,files.py
2459,Image Field File,NN NN NN,django,files.py
2460,Image Field,NN NN,django,files.py
2461,Field Cache Mixin,NN NN NN,django,mixins.py
2462,Check Field Default Mixin,VB NN JJ NN,django,mixins.py
2463,Related Field,JJ NN,django,related.py
2464,Foreign Object,JJ NN,django,related.py
2465,Foreign Key,JJ NN,django,related.py
2466,One To One Field,CD IN CD NN,django,related.py
2467,Many To Many Field,JJ IN JJ NN,django,related.py
2468,Generated Field,VBN NN,django,generated.py
2469,Foreign Object Rel,JJ NN NNP,django,reverse_related.py
2470,Many To One Rel,JJ IN CD NNP,django,reverse_related.py
2471,One To One Rel,CD IN CD NNP,django,reverse_related.py
2472,Many To Many Rel,JJ IN JJ NNP,django,reverse_related.py
2473,Empty,JJ,django,__init__.py
2474,NOT PROVIDED,RB VBN,django,__init__.py
2475,Field,NN,django,__init__.py
2476,Boolean Field,NN NN,django,__init__.py
2477,Char Field,NN NN,django,__init__.py
2478,Comma Separated Integer Field,NN VBN NN NN,django,__init__.py
2479,Date Time Check Mixin,NN NN NN NN,django,__init__.py
2480,Date Field,NN NN,django,__init__.py
2481,Date Time Field,NN NN NN,django,__init__.py
2482,Decimal Field,JJ NN,django,__init__.py
2483,Duration Field,NN NN,django,__init__.py
2484,Email Field,NN NN,django,__init__.py
2485,File Path Field,NN NN NN,django,__init__.py
2486,Float Field,NN NN,django,__init__.py
2487,Integer Field,NN NN,django,__init__.py
2488,Big Integer Field,JJ NN NN,django,__init__.py
2489,Small Integer Field,JJ NN NN,django,__init__.py
2490,IP Address Field,NNP NN NN,django,__init__.py
2491,Generic IP Address Field,JJ NNP NN NN,django,__init__.py
2492,Null Boolean Field,JJ NN NN,django,__init__.py
2493,Positive Integer Rel Db Type Mixin,JJ NN NNP NNP NN NN,django,__init__.py
2494,Positive Big Integer Field,JJ JJ NN NN,django,__init__.py
2495,Positive Integer Field,JJ NN NN,django,__init__.py
2496,Positive Small Integer Field,JJ JJ NN NN,django,__init__.py
2497,Slug Field,NN NN,django,__init__.py
2498,Text Field,NN NN,django,__init__.py
2499,Time Field,NN NN,django,__init__.py
2500,URL Field,NNP NN,django,__init__.py
2501,Binary Field,JJ NN,django,__init__.py
2502,UUID Field,NNP NN,django,__init__.py
2503,Auto Field Mixin,JJ NN NN,django,__init__.py
2504,Auto Field Meta,JJ NN NN,django,__init__.py
2505,Auto Field,JJ NN,django,__init__.py
2506,Big Auto Field,JJ JJ NN,django,__init__.py
2507,Small Auto Field,JJ JJ NN,django,__init__.py
2508,Foreign Key Deferred Attribute,JJ NN JJ NN,django,related_descriptors.py
2509,Forward Many To One Descriptor,JJ JJ TO CD NN,django,related_descriptors.py
2510,Forward One To One Descriptor,JJ CD TO CD NN,django,related_descriptors.py
2511,Reverse One To One Descriptor,JJ CD TO CD NN,django,related_descriptors.py
2512,Reverse Many To One Descriptor,JJ JJ IN CD NN,django,related_descriptors.py
2513,Related Manager,JJ NN,django,related_descriptors.py
2514,Many To Many Descriptor,JJ IN JJ NN,django,related_descriptors.py
2515,Many Related Manager,JJ JJ NN,django,related_descriptors.py
2516,Reference,NN,django,ddl_references.py
2517,Table,NN,django,ddl_references.py
2518,Table Columns,NN NNS,django,ddl_references.py
2519,Columns,NNS,django,ddl_references.py
2520,Index Name,NN NN,django,ddl_references.py
2521,Index Columns,NN NNS,django,ddl_references.py
2522,Foreign Key Name,JJ NN NN,django,ddl_references.py
2523,Statement,NN,django,ddl_references.py
2524,Expressions,NNS,django,ddl_references.py
2525,Cursor Wrapper,NN NN,django,utils.py
2526,Cursor Debug Wrapper,NN VB NN,django,utils.py
2527,Database Creation,NN NN,django,creation.py
2528,Database Features,NN NNS,django,features.py
2529,Flexible Field Lookup Dict,JJ NN NN NN,django,introspection.py
2530,Database Introspection,NN NN,django,introspection.py
2531,List Aggregate,NN NN,django,_functions.py
2532,Std Dev Pop,NN NN NN,django,_functions.py
2533,Std Dev Samp,NN NN NN,django,_functions.py
2534,Var Pop,NN NN,django,_functions.py
2535,Var Samp,NN NN,django,_functions.py
2536,Database Operations,NN NNS,django,operations.py
2537,Database Wrapper,NN NN,django,base.py
2538,SQ Lite Cursor Wrapper,NNP JJ NN NN,django,base.py
2539,Database Client,NN NN,django,client.py
2540,Database Schema Editor,NN NN NN,django,schema.py
2541,Database Creation,NN NN,django,creation.py
2542,Database Features,NN NNS,django,features.py
2543,Database Introspection,NN NN,django,introspection.py
2544,Interval To Seconds,NN TO NNPS,django,functions.py
2545,Seconds To Interval,NNS TO NN,django,functions.py
2546,Database Operations,NN NNS,django,operations.py
2547,Uninitialized Operators Descriptor,JJ NNS NN,django,base.py
2548,Database Wrapper,NN NN,django,base.py
2549,Oracle Param,NNP NN,django,base.py
2550,Variable Wrapper,JJ NN,django,base.py
2551,Format Style Placeholder Cursor,NN NN NN NN,django,base.py
2552,Database Validation,NN NN,django,validation.py
2553,Database Client,NN NN,django,client.py
2554,Database Schema Editor,NN NN NN,django,schema.py
2555,Insert Var,VB NN,django,utils.py
2556,Oracle datetime,NNP NN,django,utils.py
2557,Bulk Insert Mapper,JJ NN NN,django,utils.py
2558,Base Database Creation,JJ NN NN,django,creation.py
2559,Base Database Features,JJ NN NNS,django,features.py
2560,Base Database Introspection,JJ NN NN,django,introspection.py
2561,Base Database Operations,JJ NN NNS,django,operations.py
2562,Base Database Wrapper,JJ NN NN,django,base.py
2563,Base Database Validation,JJ NN NN,django,validation.py
2564,Base Database Client,JJ NN NN,django,client.py
2565,Base Database Schema Editor,JJ NN NN NN,django,schema.py
2566,Dummy Database Features,JJ NN NNS,django,features.py
2567,Database Operations,NN NNS,django,base.py
2568,Database Client,NN NN,django,base.py
2569,Database Creation,NN NN,django,base.py
2570,Database Introspection,NN NN,django,base.py
2571,Database Wrapper,NN NN,django,base.py
2572,Database Creation,NN NN,django,creation.py
2573,Database Features,NN NNS,django,features.py
2574,Database Introspection,NN NN,django,introspection.py
2575,SQL Compiler,NNP NN,django,compiler.py
2576,SQL Insert Compiler,NNP VB NN,django,compiler.py
2577,SQL Delete Compiler,NNP VB NN,django,compiler.py
2578,SQL Update Compiler,NNP VB NN,django,compiler.py
2579,SQL Aggregate Compiler,NNP VB NNP,django,compiler.py
2580,Database Operations,NN NNS,django,operations.py
2581,Cursor Wrapper,NN NN,django,base.py
2582,Database Wrapper,NN NN,django,base.py
2583,Database Validation,NN NN,django,validation.py
2584,Database Client,NN NN,django,client.py
2585,Database Schema Editor,NN NN NN,django,schema.py
2586,Database Creation,NN NN,django,creation.py
2587,Database Features,NN NNS,django,features.py
2588,Base Tz Loader,JJ NNP NN,django,psycopg_any.py
2589,Specific Tz Loader,JJ NN NN,django,psycopg_any.py
2590,Django Range Dumper,NNP NN NN,django,psycopg_any.py
2591,Isolation Level,NN NN,django,psycopg_any.py
2592,Jsonb,NNP,django,psycopg_any.py
2593,Database Introspection,NN NN,django,introspection.py
2594,Database Operations,NN NNS,django,operations.py
2595,Database Wrapper,NN NN,django,base.py
2596,Cursor Mixin,NN NN,django,base.py
2597,Server Binding Cursor,NN NN NN,django,base.py
2598,Cursor,NN,django,base.py
2599,Server Side Cursor,NN NN NN,django,base.py
2600,Cursor Debug Wrapper,NN NN NN,django,base.py
2601,Cursor Debug Wrapper,NN NN NN,django,base.py
2602,Database Client,NN NN,django,client.py
2603,Database Schema Editor,NN NN NN,django,schema.py
2604,Node,NN,django,graph.py
2605,Dummy Node,JJ NN,django,graph.py
2606,Migration Graph,NN NN,django,graph.py
2607,Operation Writer,NN NN,django,writer.py
2608,Migration Writer,NN NN,django,writer.py
2609,Migration Recorder,NN NN,django,recorder.py
2610,Migration,NN,django,recorder.py
2611,Meta,NNP,django,recorder.py
2612,Ambiguity Error,NN NN,django,exceptions.py
2613,Bad Migration Error,JJ NN NN,django,exceptions.py
2614,Circular Dependency Error,JJ NN NN,django,exceptions.py
2615,Inconsistent Migration History,JJ NN NN,django,exceptions.py
2616,Invalid Bases Error,JJ NNS NN,django,exceptions.py
2617,Irreversible Error,JJ NN,django,exceptions.py
2618,Node Not Found Error,NN RB VBN NN,django,exceptions.py
2619,Migration Schema Missing,NN NN VBG,django,exceptions.py
2620,Invalid Migration Plan,JJ NN NN,django,exceptions.py
2621,Migration Executor,NN NN,django,executor.py
2622,Project State,NN NN,django,state.py
2623,App Config Stub,NN NN NN,django,state.py
2624,State Apps,NN NNS,django,state.py
2625,Model State,NN NN,django,state.py
2626,Migration Loader,NN NN,django,loader.py
2627,Migration Questioner,NN NN,django,questioner.py
2628,Interactive Migration Questioner,JJ NN NN,django,questioner.py
2629,Non Interactive Migration Questioner,RB JJ NN NN,django,questioner.py
2630,Operation Dependency,NN NN,django,autodetector.py
2631,Type,NN,django,autodetector.py
2632,Migration Autodetector,VB NNP,django,autodetector.py
2633,Base Serializer,JJ NN,django,serializer.py
2634,Base Sequence Serializer,JJ NN NN,django,serializer.py
2635,Base Unordered Sequence Serializer,JJ JJ NN NN,django,serializer.py
2636,Base Simple Serializer,JJ JJ NN,django,serializer.py
2637,Choices Serializer,NNS NN,django,serializer.py
2638,Date Time Serializer,NN NN NN,django,serializer.py
2639,Datetime Datetime Serializer,NN NN NN,django,serializer.py
2640,Decimal Serializer,JJ NN,django,serializer.py
2641,Deconstructable Serializer,JJ NN,django,serializer.py
2642,Dictionary Serializer,NN NN,django,serializer.py
2643,Enum Serializer,NN NN,django,serializer.py
2644,Float Serializer,NN NN,django,serializer.py
2645,Frozen set Serializer,JJ NN NN,django,serializer.py
2646,Function Type Serializer,NN NN NN,django,serializer.py
2647,Functools Partial Serializer,NNS JJ NN,django,serializer.py
2648,Iterable Serializer,JJ NN,django,serializer.py
2649,Model Field Serializer,NN NN NN,django,serializer.py
2650,Model Manager Serializer,NN NN NN,django,serializer.py
2651,Operation Serializer,NN NN,django,serializer.py
2652,Path Like Serializer,NN IN NN,django,serializer.py
2653,Path Serializer,NN NN,django,serializer.py
2654,Regex Serializer,NNP NN,django,serializer.py
2655,Sequence Serializer,NN NN,django,serializer.py
2656,Set Serializer,NN NN,django,serializer.py
2657,Settings Reference Serializer,NNS NN NN,django,serializer.py
2658,Tuple Serializer,NN NN,django,serializer.py
2659,Type Serializer,NN NN,django,serializer.py
2660,UUID Serializer,NNP NN,django,serializer.py
2661,Serializer,NN,django,serializer.py
2662,Migration,NN,django,migration.py
2663,Swappable Tuple,JJ NN,django,migration.py
2664,Regex Object,NNP NN,django,utils.py
2665,Migration Optimizer,NN NN,django,optimizer.py
2666,Field Operation,NN NN,django,fields.py
2667,Add Field,VB NN,django,fields.py
2668,Remove Field,VB NN,django,fields.py
2669,Alter Field,VB NN,django,fields.py
2670,Rename Field,VB NN,django,fields.py
2671,Separate Database And State,VB NN CC NN,django,special.py
2672,Run SQL,VB NNP,django,special.py
2673,Run Python,VB NNP,django,special.py
2674,Operation Category,NN NN,django,base.py
2675,Operation,NN,django,base.py
2676,Model Operation,NN NN,django,models.py
2677,Create Model,VB NN,django,models.py
2678,Delete Model,VB NN,django,models.py
2679,Rename Model,VB NN,django,models.py
2680,Model Option Operation,NN NN NN,django,models.py
2681,Alter Model Table,VB NN NN,django,models.py
2682,Alter Model Table Comment,VB NN NN NN,django,models.py
2683,Alter Together Option Operation,VB RB NN NN,django,models.py
2684,Alter Unique Together,VB NN RB,django,models.py
2685,Alter Index Together,VB NN RB,django,models.py
2686,Alter Order With Respect To,VB NN IN NN TO,django,models.py
2687,Alter Model Options,VB NN NNS,django,models.py
2688,Alter Model Managers,VB NN NNS,django,models.py
2689,Index Operation,NN NN,django,models.py
2690,Add Index,VB NN,django,models.py
2691,Remove Index,VB NN,django,models.py
2692,Rename Index,VB NN,django,models.py
2693,Add Constraint,VB NN,django,models.py
2694,Remove Constraint,VB NN,django,models.py
2695,Unordered Object List Warning,JJ NN NN NN,django,paginator.py
2696,Invalid Page,JJ NN,django,paginator.py
2697,Page Not An Integer,NN RB DT NN,django,paginator.py
2698,Empty Page,JJ NN,django,paginator.py
2699,Paginator,NN,django,paginator.py
2700,Page,NN,django,paginator.py
2701,Field Does Not Exist,NN VBZ RB VBP,django,exceptions.py
2702,App Registry Not Ready,NN NN RB JJ,django,exceptions.py
2703,Object Does Not Exist,NN VBZ RB VBP,django,exceptions.py
2704,Multiple Objects Returned,JJ NNS VBN,django,exceptions.py
2705,Suspicious Operation,JJ NN,django,exceptions.py
2706,Suspicious Multipart Form,JJ JJ NN,django,exceptions.py
2707,Suspicious File Operation,JJ NN NN,django,exceptions.py
2708,Disallowed Host,VBN NN,django,exceptions.py
2709,Disallowed Redirect,VBN NN,django,exceptions.py
2710,Too Many Fields Sent,RB JJ NNS VBN,django,exceptions.py
2711,Too Many Files Sent,RB JJ NNS VBN,django,exceptions.py
2712,Request Data Too Big,VB NN RB JJ,django,exceptions.py
2713,Request Aborted,NN VBN,django,exceptions.py
2714,Bad Request,JJ NN,django,exceptions.py
2715,Permission Denied,NN VBN,django,exceptions.py
2716,View Does Not Exist,NN VBZ RB VBP,django,exceptions.py
2717,Middleware Not Used,NN RB VBN,django,exceptions.py
2718,Improperly Configured,RB VBN,django,exceptions.py
2719,Field Error,NN NN,django,exceptions.py
2720,Validation Error,NN NN,django,exceptions.py
2721,Empty Result Set,JJ NN NN,django,exceptions.py
2722,Full Result Set,JJ NN NN,django,exceptions.py
2723,Synchronous Only Operation,JJ RB NN,django,exceptions.py
2724,Regex Validator,NNP NN,django,validators.py
2725,URL Validator,NNP NN,django,validators.py
2726,Email Validator,NN NN,django,validators.py
2727,Base Validator,JJ NN,django,validators.py
2728,Max Value Validator,JJ NN NN,django,validators.py
2729,Min Value Validator,JJ NN NN,django,validators.py
2730,Step Value Validator,NN NN NN,django,validators.py
2731,Min Length Validator,JJ NN NN,django,validators.py
2732,Max Length Validator,JJ NN NN,django,validators.py
2733,Decimal Validator,JJ NN,django,validators.py
2734,File Extension Validator,NN NN NN,django,validators.py
2735,Prohibit Null Characters Validator,VB JJ NNS NN,django,validators.py
2736,Bad Signature,JJ NN,django,signing.py
2737,Signature Expired,NN JJ,django,signing.py
2738,JSON Serializer,NNP NN,django,signing.py
2739,Signer,NN,django,signing.py
2740,Timestamp Signer,NN NN,django,signing.py
2741,Serializer,NN,django,xml_serializer.py
2742,Deserializer,NN,django,xml_serializer.py
2743,Def used Expat Parser,VB JJ NN NN,django,xml_serializer.py
2744,Def used Xml Exception,VB JJ NNP NN,django,xml_serializer.py
2745,DTD Forbidden,NNP VBN,django,xml_serializer.py
2746,Entities Forbidden,NNS VBN,django,xml_serializer.py
2747,External Reference Forbidden,JJ NN VBN,django,xml_serializer.py
2748,Serializer,NN,django,json.py
2749,Django JSON Encoder,NNP NNP NN,django,json.py
2750,Django Safe Dumper,NNP JJ NN,django,pyyaml.py
2751,Serializer,NN,django,pyyaml.py
2752,Serializer,NN,django,jsonl.py
2753,Serializer Does Not Exist,NN VBZ RB VBP,django,base.py
2754,Serialization Error,NN NN,django,base.py
2755,Deserialization Error,NN NN,django,base.py
2756,M 2 M Deserialization Error,FW CD FW NN NN,django,base.py
2757,Progress Bar,NN NN,django,base.py
2758,Serializer,NN,django,base.py
2759,Deserializer,NN,django,base.py
2760,Deserialized Object,VBN NN,django,base.py
2761,Serializer,NN,django,python.py
2762,Bad Serializer,JJ NN,django,__init__.py
2763,Bad Header Error,JJ NN NN,django,message.py
2764,MIME Mixin,NNP NN,django,message.py
2765,Safe MIME Message,JJ NNP NN,django,message.py
2766,Safe MIME Text,JJ NNP NN,django,message.py
2767,Safe MIME Multipart,JJ NNP NN,django,message.py
2768,Email Message,NN NN,django,message.py
2769,Email Multi Alternatives,NN JJ NNS,django,message.py
2770,Cached Dns Name,VBN NNP NN,django,utils.py
2771,Email Backend,NN NN,django,dummy.py
2772,Email Backend,NN NN,django,locmem.py
2773,Email Backend,NN NN,django,filebased.py
2774,Email Backend,NN NN,django,smtp.py
2775,Base Email Backend,JJ NN NN,django,base.py
2776,Email Backend,NN NN,django,console.py
2777,WSGI Server,NNP NN,django,basehttp.py
2778,Threaded WSGI Server,VBN NNP NN,django,basehttp.py
2779,Server Handler,NN NN,django,basehttp.py
2780,WSGI Request Handler,NNP NN NN,django,basehttp.py
2781,ASGI Request,NNP NN,django,asgi.py
2782,ASGI Handler,NNP NN,django,asgi.py
2783,Limited Stream,JJ NN,django,wsgi.py
2784,WSGI Request,NNP NN,django,wsgi.py
2785,WSGI Handler,NNP NN,django,wsgi.py
2786,Base Handler,JJ NN,django,base.py
2787,Uploaded File,VBN NN,django,uploadedfile.py
2788,Temporary Uploaded File,JJ VBN NN,django,uploadedfile.py
2789,In Memory Uploaded File,IN NN VBN NN,django,uploadedfile.py
2790,Simple Uploaded File,JJ VBN NN,django,uploadedfile.py
2791,Image File,NN NN,django,images.py
2792,File,NN,django,base.py
2793,Content File,NN NN,django,base.py
2794,Temporary File,JJ NN,django,temp.py
2795,OFFSET,NN,django,locks.py
2796,OFFSET UNION,NN NNP,django,locks.py
2797,OVERLAPPED,JJ,django,locks.py
2798,File Proxy Mixin,NN NN NN,django,utils.py
2799,Upload File Exception,VB NN NN,django,uploadhandler.py
2800,Stop Upload,VB NN,django,uploadhandler.py
2801,Skip File,VB NN,django,uploadhandler.py
2802,Stop Future Handlers,VB JJ NNS,django,uploadhandler.py
2803,File Upload Handler,NN NN NN,django,uploadhandler.py
2804,Temporary File Upload Handler,JJ NN NN NN,django,uploadhandler.py
2805,Memory File Upload Handler,NN NN NN NN,django,uploadhandler.py
2806,Timing Mixin,NN NN,django,memory.py
2807,In Memory File Node,IN NN NN NN,django,memory.py
2808,In Memory Dir Node,IN NN NN NN,django,memory.py
2809,In Memory Storage,IN NN NN,django,memory.py
2810,Invalid Storage Error,JJ NN NN,django,handler.py
2811,Storage Handler,NN NN,django,handler.py
2812,Storage Settings Mixin,NN NNS NN,django,mixins.py
2813,Storage,NN,django,base.py
2814,File System Storage,NN NN NN,django,filesystem.py
2815,Default Storage,JJ NN,django,__init__.py
2816,Template Command,NN NN,django,templates.py
2817,Command Error,NN NN,django,base.py
2818,System Check Error,NN NN NN,django,base.py
2819,Command Parser,NN NN,django,base.py
2820,Django Help Formatter,NNP NN NN,django,base.py
2821,Output Wrapper,NN NN,django,base.py
2822,Base Command,JJ NN,django,base.py
2823,App Command,NN NN,django,base.py
2824,Label Command,NN NN,django,base.py
2825,Management Utility,NN NN,django,__init__.py
2826,Style,NN,django,color.py
2827,Command,NN,django,startapp.py
2828,Command,NN,django,dbshell.py
2829,Command,NN,django,createcachetable.py
2830,Command,NN,django,testserver.py
2831,Command,NN,django,startproject.py
2832,Translatable File,JJ NN,django,makemessages.py
2833,Build File,VB NN,django,makemessages.py
2834,Command,NN,django,makemessages.py
2835,Command,NN,django,test.py
2836,Command,NN,django,sendtestemail.py
2837,Command,NN,django,flush.py
2838,Proxy Model Warning,NN NN NN,django,dumpdata.py
2839,Command,NN,django,dumpdata.py
2840,Command,NN,django,runserver.py
2841,Command,NN,django,sqlsequencereset.py
2842,Command,NN,django,inspectdb.py
2843,Command,NN,django,compilemessages.py
2844,Command,NN,django,showmigrations.py
2845,Command,NN,django,diffsettings.py
2846,Command,NN,django,sqlmigrate.py
2847,Command,NN,django,optimizemigration.py
2848,Command,NN,django,sqlflush.py
2849,Command,NN,django,check.py
2850,Command,NN,django,loaddata.py
2851,Single Zip Reader,JJ NNP NN,django,loaddata.py
2852,Command,NN,django,shell.py
2853,Command,NN,django,migrate.py
2854,Command,NN,django,squashmigrations.py
2855,Command,NN,django,makemigrations.py
2856,Tags,NNS,django,registry.py
2857,Check Registry,VB NN,django,registry.py
