ID,SEQUENCE,POS,PROJECT,FILE
2905,duel field data double,NN NN NNS NN,elasticsearch,DuelFieldDataTests.java
2906,duel field data long,NN NN NNS NN,elasticsearch,DuelFieldDataTests.java
2907,duel field data geo point,NN NN NNS NN NN,elasticsearch,DuelFieldDataTests.java
2908,contains,VBZ,elasticsearch,DuelFieldDataTests.java
2909,to string,TO NN,elasticsearch,DuelFieldDataTests.java
2910,compare,NN,elasticsearch,DuelFieldDataTests.java
2911,to string,TO NN,elasticsearch,DuelFieldDataTests.java
2912,compare,VB,elasticsearch,DuelFieldDataTests.java
2913,prepare settings,VB NNS,elasticsearch,InternalSettingsPreparer.java
2914,prepare environment,VB NN,elasticsearch,InternalSettingsPreparer.java
2915,use system properties,VB NN NNS,elasticsearch,InternalSettingsPreparer.java
2916,initialize settings,VB NNS,elasticsearch,InternalSettingsPreparer.java
2917,finalize settings,VB NNS,elasticsearch,InternalSettingsPreparer.java
2918,random node name,JJ NN NN,elasticsearch,InternalSettingsPreparer.java
2919,replace prompt placeholders,VB NN NNS,elasticsearch,InternalSettingsPreparer.java
2920,prompt for value,NN IN NN,elasticsearch,InternalSettingsPreparer.java
2921,test simple add,VB JJ VB,elasticsearch,MultiSearchRequestTests.java
2922,test simple add 2,VB JJ VB CD,elasticsearch,MultiSearchRequestTests.java
2923,test simple add 3,VB JJ VB CD,elasticsearch,MultiSearchRequestTests.java
2924,test simple add 4,VB JJ VB CD,elasticsearch,MultiSearchRequestTests.java
2925,test simple add 5,VB JJ VB CD,elasticsearch,MultiSearchRequestTests.java
2926,test response error to x content,VB NN NN TO NN NN,elasticsearch,MultiSearchRequestTests.java
2927,get fields,VB NNS,elasticsearch,FieldStatsShardRequest.java
2928,read from,VB IN,elasticsearch,FieldStatsShardRequest.java
2929,write to,VB TO,elasticsearch,FieldStatsShardRequest.java
2930,maximum number of replicas,JJ NN IN NNS,elasticsearch,BroadcastActionsIT.java
2931,test broadcast operations,VB NN NNS,elasticsearch,BroadcastActionsIT.java
2932,source,NN,elasticsearch,BroadcastActionsIT.java
2933,set features,VB NNS,elasticsearch,GetIndexRequestBuilder.java
2934,add features,VB NNS,elasticsearch,GetIndexRequestBuilder.java
2935,do create test query builder,VB VB NN NN NN,elasticsearch,SpanNotQueryBuilderTests.java
2936,do assert lucene query,VB VB NN NN,elasticsearch,SpanNotQueryBuilderTests.java
2937,test illegal argument,VB JJ NN,elasticsearch,SpanNotQueryBuilderTests.java
2938,test dist,VB NN,elasticsearch,SpanNotQueryBuilderTests.java
2939,test pre post,VB IN IN,elasticsearch,SpanNotQueryBuilderTests.java
2940,test parse dist,VB VB NN,elasticsearch,SpanNotQueryBuilderTests.java
2941,test parser exceptions,VB NN NNS,elasticsearch,SpanNotQueryBuilderTests.java
2942,test from json,VB IN NNP,elasticsearch,SpanNotQueryBuilderTests.java
2943,snapshot,NN,elasticsearch,IndexShardRepository.java
2944,restore,VB,elasticsearch,IndexShardRepository.java
2945,snapshot status,NN NN,elasticsearch,IndexShardRepository.java
2946,verify,VB,elasticsearch,IndexShardRepository.java
2947,completion stats,NN NNS,elasticsearch,CompletionFieldStats.java
2948,name,NN,elasticsearch,ExternalMapperPlugin.java
2949,description,NN,elasticsearch,ExternalMapperPlugin.java
2950,on module,IN NN,elasticsearch,ExternalMapperPlugin.java
2951,assert no stopwords after,VB DT NNS IN,elasticsearch,AnalyzerBackwardsCompatTests.java
2952,test pattern analyzer,VB NN NN,elasticsearch,AnalyzerBackwardsCompatTests.java
2953,test standard h t m l strip analyzer,VB JJ NN NN NN NN NN NN,elasticsearch,AnalyzerBackwardsCompatTests.java
2954,test standard analyzer,VB JJ NN,elasticsearch,AnalyzerBackwardsCompatTests.java
2955,get,VB,elasticsearch,DoubleArray.java
2956,set,VB,elasticsearch,DoubleArray.java
2957,increment,NN,elasticsearch,DoubleArray.java
2958,fill,VB,elasticsearch,DoubleArray.java
2959,documentation,NN,elasticsearch,RestIndicesAction.java
2960,do request,VB NN,elasticsearch,RestIndicesAction.java
2961,process response,VB NN,elasticsearch,RestIndicesAction.java
2962,process response,VB NN,elasticsearch,RestIndicesAction.java
2963,build response,VB NN,elasticsearch,RestIndicesAction.java
2964,get table with header,VB NN IN NN,elasticsearch,RestIndicesAction.java
2965,build table,VB NN,elasticsearch,RestIndicesAction.java
2966,significantly smaller than single packed ordinals,RB JJR IN JJ JJ NNS,elasticsearch,MultiOrdinals.java
2967,ram bytes used,NN NNS VBN,elasticsearch,MultiOrdinals.java
2968,get child resources,VB NN NNS,elasticsearch,MultiOrdinals.java
2969,ordinals,NNS,elasticsearch,MultiOrdinals.java
2970,get ord,VB NN,elasticsearch,MultiOrdinals.java
2971,lookup ord,NN NN,elasticsearch,MultiOrdinals.java
2972,get value count,VB NN NN,elasticsearch,MultiOrdinals.java
2973,get value count,VB NN NN,elasticsearch,MultiOrdinals.java
2974,do set document,VB VBP NN,elasticsearch,MultiOrdinals.java
2975,cardinality,NN,elasticsearch,MultiOrdinals.java
2976,ord at,NN IN,elasticsearch,MultiOrdinals.java
2977,lookup ord,NN NN,elasticsearch,MultiOrdinals.java
2978,format,NN,elasticsearch,BucketMetricsBuilder.java
2979,gap policy,NN NN,elasticsearch,BucketMetricsBuilder.java
2980,internal x content,JJ NN NN,elasticsearch,BucketMetricsBuilder.java
2981,do internal x content,VB JJ NN NN,elasticsearch,BucketMetricsBuilder.java
2982,test bulk index creates mapping,VB NN NN VBZ VBG,elasticsearch,BulkIntegrationIT.java
2983,run,VB,elasticsearch,BulkIntegrationIT.java
2984,get name,VB NN,elasticsearch,PercentilesMethod.java
2985,resolve from name,VB IN NN,elasticsearch,PercentilesMethod.java
2986,on failure,IN NN,elasticsearch,ClusterStateTaskListener.java
2987,on no longer master,IN DT JJR NN,elasticsearch,ClusterStateTaskListener.java
2988,cluster state processed,NN NN VBN,elasticsearch,ClusterStateTaskListener.java
2989,get sum of squares,VB NN IN NNS,elasticsearch,ExtendedStats.java
2990,get variance,VB NN,elasticsearch,ExtendedStats.java
2991,get std deviation,VB JJ NN,elasticsearch,ExtendedStats.java
2992,get std deviation bound,VB JJ NN NN,elasticsearch,ExtendedStats.java
2993,get std deviation as string,VB JJ NN IN NN,elasticsearch,ExtendedStats.java
2994,get std deviation bound as string,VB JJ NN NN IN NN,elasticsearch,ExtendedStats.java
2995,get sum of squares as string,VB NN IN NNS IN NN,elasticsearch,ExtendedStats.java
2996,get variance as string,VB NN IN NN,elasticsearch,ExtendedStats.java
2997,get count,VB NN,elasticsearch,PercolateStats.java
2998,get time in millis,VB NN IN NN,elasticsearch,PercolateStats.java
2999,get time,VB NN,elasticsearch,PercolateStats.java
3000,add description,VB NN,intellij-community,ChildrenDescriptionsHolder.java
3001,add descriptions,VB NNS,intellij-community,ChildrenDescriptionsHolder.java
3002,get description,VB NN,intellij-community,ChildrenDescriptionsHolder.java
3003,get description,VB NN,intellij-community,ChildrenDescriptionsHolder.java
3004,find description,VB NN,intellij-community,ChildrenDescriptionsHolder.java
3005,get descriptions,VB NNS,intellij-community,ChildrenDescriptionsHolder.java
3006,get sorted descriptions,VB JJ NNS,intellij-community,ChildrenDescriptionsHolder.java
3007,dump descriptions,VB NNS,intellij-community,ChildrenDescriptionsHolder.java
3008,equals,VBZ,intellij-community,ChildrenDescriptionsHolder.java
3009,hash code,NN NN,intellij-community,ChildrenDescriptionsHolder.java
3010,group,VB,intellij-community,Grouper.java
3011,test short line,VB JJ NN,intellij-community,LongLineInspectionTest.java
3012,test long line,VB JJ NN,intellij-community,LongLineInspectionTest.java
3013,test xml long line,VB NNP JJ NN,intellij-community,LongLineInspectionTest.java
3014,do test,VB NN,intellij-community,LongLineInspectionTest.java
3015,get test data path,VB NN NNS NN,intellij-community,LongLineInspectionTest.java
3016,is write action required,VBZ VB NN VBN,intellij-community,LongLineInspectionTest.java
3017,get anchor,VB NN,intellij-community,SmartPointerAnchorProvider.java
3018,restore element,VB NN,intellij-community,SmartPointerAnchorProvider.java
3019,get instance,VB NN,intellij-community,GetterTemplatesManager.java
3020,get default templates,VB JJ NNS,intellij-community,GetterTemplatesManager.java
3021,read file,VB NN,intellij-community,GetterTemplatesManager.java
3022,get instance,VB NN,intellij-community,BookmarkManager.java
3023,global scheme change,JJ NN NN,intellij-community,BookmarkManager.java
3024,document created,NN VBN,intellij-community,BookmarkManager.java
3025,run,VB,intellij-community,BookmarkManager.java
3026,file created,NN VBN,intellij-community,BookmarkManager.java
3027,ui settings changed,NNP NNS VBN,intellij-community,BookmarkManager.java
3028,run,VB,intellij-community,BookmarkManager.java
3029,edit description,VB NN,intellij-community,BookmarkManager.java
3030,check input,VB NN,intellij-community,BookmarkManager.java
3031,can close,VB VBP,intellij-community,BookmarkManager.java
3032,get component name,VB NN NN,intellij-community,BookmarkManager.java
3033,add editor bookmark,VB NN NN,intellij-community,BookmarkManager.java
3034,add text bookmark,VB NN NN,intellij-community,BookmarkManager.java
3035,get auto description,VB NN NN,intellij-community,BookmarkManager.java
3036,add file bookmark,VB NN NN,intellij-community,BookmarkManager.java
3037,get valid bookmarks,VB JJ NNS,intellij-community,BookmarkManager.java
3038,find editor bookmark,VB NN NN,intellij-community,BookmarkManager.java
3039,find file bookmark,VB NN NN,intellij-community,BookmarkManager.java
3040,find bookmark for mnemonic,VB NN IN NN,intellij-community,BookmarkManager.java
3041,has bookmarks with mnemonics,VBZ VBN IN NNS,intellij-community,BookmarkManager.java
3042,remove bookmark,VB NN,intellij-community,BookmarkManager.java
3043,get state,VB NN,intellij-community,BookmarkManager.java
3044,load state,VB NN,intellij-community,BookmarkManager.java
3045,run,VB,intellij-community,BookmarkManager.java
3046,read external,VB JJ,intellij-community,BookmarkManager.java
3047,write external,NN JJ,intellij-community,BookmarkManager.java
3048,move bookmark up,VB NN RP,intellij-community,BookmarkManager.java
3049,run,VB,intellij-community,BookmarkManager.java
3050,move bookmark down,VB NN RP,intellij-community,BookmarkManager.java
3051,run,VB,intellij-community,BookmarkManager.java
3052,get next bookmark,VB JJ NN,intellij-community,BookmarkManager.java
3053,get previous bookmark,VB JJ NN,intellij-community,BookmarkManager.java
3054,get bookmarks for document,VB NNS IN NN,intellij-community,BookmarkManager.java
3055,compare,VB,intellij-community,BookmarkManager.java
3056,set mnemonic,VB NN,intellij-community,BookmarkManager.java
3057,set description,VB NN,intellij-community,BookmarkManager.java
3058,colors changed,NNS VBN,intellij-community,BookmarkManager.java
3059,mouse clicked,NN VBN,intellij-community,BookmarkManager.java
3060,before document change,IN NN VB,intellij-community,BookmarkManager.java
3061,is duplicate,VBZ JJ,intellij-community,BookmarkManager.java
3062,document changed,NN VBN,intellij-community,BookmarkManager.java
3063,move declarations out,VB NNS RP,intellij-community,SurroundWithUtil.java
3064,need to declare out,VB TO VB RP,intellij-community,SurroundWithUtil.java
3065,get range to select,VB NN TO VB,intellij-community,SurroundWithUtil.java
3066,indent comment if necessary,JJ NN IN JJ,intellij-community,SurroundWithUtil.java
3067,parse traditional for parameter,VB JJ IN NN,intellij-community,ParameterDeclaration.java
3068,parse simple parameter,VB JJ NN,intellij-community,ParameterDeclaration.java
3069,parse catch parameter,VB VB NN,intellij-community,ParameterDeclaration.java
3070,parse optional modifier,VB JJ NN,intellij-community,ParameterDeclaration.java
3071,character needs escaping,NN VBZ VBG,intellij-community,RegExpLanguageHost.java
3072,supports perl upportsperl5 embedded comments,VBZ NNP FW VBN NNS,intellij-community,RegExpLanguageHost.java
3073,supports possessive quantifiers,VBZ JJ NNS,intellij-community,RegExpLanguageHost.java
3074,supports python conditional refs,VBZ NN JJ NNS,intellij-community,RegExpLanguageHost.java
3075,supports named group syntax,VB JJ NN NN,intellij-community,RegExpLanguageHost.java
3076,supports named group ref syntax,VB JJ NN NN NN,intellij-community,RegExpLanguageHost.java
3077,supports extended hex character,VB JJ NN NN,intellij-community,RegExpLanguageHost.java
3078,is valid category,VBZ JJ NN,intellij-community,RegExpLanguageHost.java
3079,get all known properties,VB DT VBN NNS,intellij-community,RegExpLanguageHost.java
3080,get property description,VB NN NN,intellij-community,RegExpLanguageHost.java
3081,get known character classes,VB VBN NN NNS,intellij-community,RegExpLanguageHost.java
3082,action performed,NN VBD,intellij-community,EnableDisableAction.java
3083,get table,VB NN,intellij-community,EnableDisableAction.java
3084,apply value,VB NN,intellij-community,EnableDisableAction.java
3085,is row checked,VBZ NN VBN,intellij-community,EnableDisableAction.java
3086,register,VB,intellij-community,EnableDisableAction.java
3087,get path,VB NN,intellij-community,PathMarkerToken.java
3088,to string,TO NN,intellij-community,PathMarkerToken.java
3089,equals,VBZ,intellij-community,PathMarkerToken.java
3090,hash code,NN NN,intellij-community,PathMarkerToken.java
3091,get body,VB NN,intellij-community,PyLambdaExpression.java
3092,foo bar,NN NN,intellij-community,PrivateMethodOverriddenClass.java
3093,add,VB,intellij-community,PrivateMethodOverriddenClass.java
3094,add,VB,intellij-community,PrivateMethodOverriddenClass.java
3095,add,VB,intellij-community,PrivateMethodOverriddenClass.java
3096,no module configured,DT NN VBN,intellij-community,CantRunException.java
3097,no jdk for module,DT NNP IN NN,intellij-community,CantRunException.java
3098,jdk misconfigured,NNP VBN,intellij-community,CantRunException.java
3099,class not found,NN RB VBN,intellij-community,CantRunException.java
3100,package not found,NN RB VBN,intellij-community,CantRunException.java
3101,no jdk configured,DT NNP VBN,intellij-community,CantRunException.java
3102,bad module dependencies,JJ NN NNS,intellij-community,CantRunException.java
3103,no jdk configured,DT NNP VBN,intellij-community,CantRunException.java
3104,main,NN,intellij-community,IDEA127928.java
3105,foo,NN,intellij-community,IDEA127928.java
3106,foo,NN,intellij-community,IDEA127928.java
3107,foo,NN,intellij-community,IDEA127928.java
3108,bar,NN,intellij-community,IDEA127928.java
3109,get presentation,VB NN,intellij-community,LightMethodBuilder.java
3110,has type parameters,VBZ NN NNS,intellij-community,LightMethodBuilder.java
3111,get type parameters,VB NN NNS,intellij-community,LightMethodBuilder.java
3112,get type parameter list,VB NN NN NN,intellij-community,LightMethodBuilder.java
3113,get doc comment,VB NN NN,intellij-community,LightMethodBuilder.java
3114,is deprecated,VBZ VBN,intellij-community,LightMethodBuilder.java
3115,set name,VBN NN,intellij-community,LightMethodBuilder.java
3116,get name,VB NN,intellij-community,LightMethodBuilder.java
3117,get hierarchical method signature,VB JJ NN NN,intellij-community,LightMethodBuilder.java
3118,has modifier property,VBZ NN NN,intellij-community,LightMethodBuilder.java
3119,get modifier list,VB NN NN,intellij-community,LightMethodBuilder.java
3120,add modifiers,VB NNS,intellij-community,LightMethodBuilder.java
3121,add modifier,VB NNS,intellij-community,LightMethodBuilder.java
3122,set modifiers,VB NNS,intellij-community,LightMethodBuilder.java
3123,get return type,VB NN NN,intellij-community,LightMethodBuilder.java
3124,set method return type,VB NN NN NN,intellij-community,LightMethodBuilder.java
3125,set method return type,VB NN NN NN,intellij-community,LightMethodBuilder.java
3126,set method return type,VB NN NN NN,intellij-community,LightMethodBuilder.java
3127,internal compute,JJ VB,intellij-community,LightMethodBuilder.java
3128,get return type element,VB NN NN NN,intellij-community,LightMethodBuilder.java
3129,get parameter list,VB NN NN,intellij-community,LightMethodBuilder.java
3130,add parameter,VB NN,intellij-community,LightMethodBuilder.java
3131,add parameter,VB NN,intellij-community,LightMethodBuilder.java
3132,add parameter,VB NN,intellij-community,LightMethodBuilder.java
3133,add parameter,VB NN,intellij-community,LightMethodBuilder.java
3134,add exception,VB NN,intellij-community,LightMethodBuilder.java
3135,add exception,VB NN,intellij-community,LightMethodBuilder.java
3136,get throws list,VB VBZ NN,intellij-community,LightMethodBuilder.java
3137,get body,VB NN,intellij-community,LightMethodBuilder.java
3138,set constructor,VB NN,intellij-community,LightMethodBuilder.java
3139,is constructor,VBZ NN,intellij-community,LightMethodBuilder.java
3140,is var args,VBZ NN NNS,intellij-community,LightMethodBuilder.java
3141,get signature,VB NN,intellij-community,LightMethodBuilder.java
3142,get name identifier,VB NN NN,intellij-community,LightMethodBuilder.java
